username,original_link,tweet_id,retweets,impressions,day,link,date,stance,notes
Weltwoche,https://weltwoche.ch/daily/studie-zeigt-die-maskenpflicht-hat-so-gut-wie-nichts-gebracht-auf-die-verbreitung-des-virus-hatten-masken-keine-wirkung/,1621925552180400132,165,23607,2023-02-04 17:36:00+00:00,https://twitter.com/Weltwoche/status/1621925552180400132,2023-02-04,misleading,
YvesPDB,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1640444329876398102,94,4065,2023-03-27 20:03:00+00:00,https://twitter.com/YvesPDB/status/1640444329876398102,2023-03-27,misleading,
ZacBissonnette,,1625653431733043208,137,99077,2023-02-15 00:29:15+00:00,https://twitter.com/ZacBissonnette/status/1625653431733043208,2023-02-15,neutral,
_ProtectTheKids,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634219884438515712,94,17231,2023-03-10 15:49:17+00:00,https://twitter.com/_ProtectTheKids/status/1634219884438515712,2023-03-10,nuanced_accurate,
a_evangeli,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622734384595075072,173,40134,2023-02-06 23:10:00+00:00,https://twitter.com/a_evangeli/status/1622734384595075072,2023-02-06,nuanced_accurate,
ajlamesa,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632191771470954497,97,133559,2023-03-05 01:30:17+00:00,https://twitter.com/ajlamesa/status/1632191771470954497,2023-03-05,misleading,
amapresident,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634353165297676288,141,27806,2023-03-11 00:38:54+00:00,https://twitter.com/amapresident/status/1634353165297676288,2023-03-11,misleading,
andrewbostom,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620442449205407749,137,29079,2023-01-31 15:22:40+00:00,https://twitter.com/andrewbostom/status/1620442449205407749,2023-01-31,misleading,
azavascki,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1632256628648026112,104,84417,2023-03-05 05:48:00+00:00,https://twitter.com/azavascki/status/1632256628648026112,2023-03-05,nuanced_accurate,
bamajayt,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,1624499621035737089,106,3991,2023-02-11 20:04:26+00:00,https://twitter.com/bamajayt/status/1624499621035737089,2023-02-11,misleading,
bamajayt,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1630234210375024647,144,4537,2023-02-27 15:51:38+00:00,https://twitter.com/bamajayt/status/1630234210375024647,2023-02-27,misleading,
berlinerzeitung,https://www.berliner-zeitung.de/news/corona-masken-nutzlos-bringen-nichts-cochrane-studie-oft-falsch-interpretiert-li.313781,1621393934516625410,92,66974,2023-02-03 06:23:32+00:00,https://twitter.com/berlinerzeitung/status/1621393934516625410,2023-02-03,nuanced_accurate,
besse_pascale,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639233731020873728,92,2147,2023-03-24 11:52:31+00:00,https://twitter.com/besse_pascale/status/1639233731020873728,2023-03-24,misleading,
bobepidemiology,,1629714106105339905,127,62620,2023-02-26 05:24:56+00:00,https://twitter.com/bobepidemiology/status/1629714106105339905,2023-02-26,misleading,
camerokt_,,1628883870656479232,132,22142,2023-02-23 22:25:52+00:00,https://twitter.com/camerokt_/status/1628883870656479232,2023-02-23,nuanced_accurate,
cicero_online,https://www.cicero.de/kultur/cochrane-studie-masken-corona-und-wahrscheinlichkeiten,1624425419502936064,179,16936,2023-02-11 15:09:35+00:00,https://twitter.com/cicero_online/status/1624425419502936064,2023-02-11,misleading,
cicero_online,https://www.cicero.de/kultur/corona-christian-drosten-ethikrat-wissenschaft-lutge-teil-3,1630462906079891460,179,34177,2023-02-28 07:00:24+00:00,https://twitter.com/cicero_online/status/1630462906079891460,2023-02-28,misleading,
cricketwyvern,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620762330161369088,85,40437,2023-02-01 12:33:46+00:00,https://twitter.com/cricketwyvern/status/1620762330161369088,2023-02-01,nuanced_accurate,
davidemccune,,1621232178712674304,187,50946,2023-02-02 19:40:47+00:00,https://twitter.com/davidemccune/status/1621232178712674304,2023-02-02,misleading,
davidicke,https://davidicke.com/2023/02/04/massive-peer-reviewed-mask-study-shows-little-to-no-difference-in-preventing-covid-and-flu-infection/,1621816587819880450,169,21098,2023-02-04 10:23:01+00:00,https://twitter.com/davidicke/status/1621816587819880450,2023-02-04,misleading,
deSunShineBand,https://www.frontnieuws.com/vaccins-werken-niet-maskers-werken-niet-alles-wat-de-regering-ons-vertelde-over-covid-19-was-fout/,1638274265504964608,144,4338,2023-03-21 20:19:57+00:00,https://twitter.com/deSunShineBand/status/1638274265504964608,2023-03-21,misleading,
denise_dewald,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1631993949941293057,179,34510,2023-03-04 12:24:13+00:00,https://twitter.com/denise_dewald/status/1631993949941293057,2023-03-04,nuanced_accurate,
dm_ms,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634192122298486786,131,25856,2023-03-10 13:58:58+00:00,https://twitter.com/dm_ms/status/1634192122298486786,2023-03-10,nuanced_accurate,
dokhollidays,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620418559615860736,115,50297,2023-01-31 13:47:45+00:00,https://twitter.com/dokhollidays/status/1620418559615860736,2023-01-31,nuanced_accurate,
dokhollidays,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634248116680421376,110,24149,2023-03-10 17:41:28+00:00,https://twitter.com/dokhollidays/status/1634248116680421376,2023-03-10,nuanced_accurate,
drkerrynphelps,https://www.ausdoc.com.au/opinion/cochrane-has-it-wrong-masks-do-reduce-the-risk-of-spreading-covid-19/,1623935616198254593,118,13538,2023-02-10 06:43:16+00:00,https://twitter.com/drkerrynphelps/status/1623935616198254593,2023-02-10,nuanced_accurate,
elecord,https://news.yahoo.co.jp/byline/ishidamasahiko/20230316-00341347,1636184869243097088,125,28485,2023-03-16 01:57:26+00:00,https://twitter.com/elecord/status/1636184869243097088,2023-03-16,nuanced_accurate,
fengyunshe,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625499799373107200,171,821,2023-02-14 14:18:47+00:00,https://twitter.com/fengyunshe/status/1625499799373107200,2023-02-14,misleading,
gabisp22,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628751474183311361,106,3546,2023-02-23 13:39:46+00:00,https://twitter.com/gabisp22/status/1628751474183311361,2023-02-23,misleading,
gatewaypundit,https://www.thegatewaypundit.com/2023/02/cdc-director-walensky-says-child-masking-policies-doesnt-really-change-time-confronted-new-study-proves-masking-worthless-detrimental-child-development-v/,1625702633846542336,185,20055,2023-02-15 03:44:46+00:00,https://twitter.com/gatewaypundit/status/1625702633846542336,2023-02-15,misleading,
goutraillon,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628282603538386944,110,5321,2023-02-22 06:36:39+00:00,https://twitter.com/goutraillon/status/1628282603538386944,2023-02-22,misleading,
graciefacelove,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628219855571914753,180,79665,2023-02-22 02:27:19+00:00,https://twitter.com/graciefacelove/status/1628219855571914753,2023-02-22,misleading,
hicksyalex,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,1631173913471221761,171,7448,2023-03-02 06:05:41+00:00,https://twitter.com/hicksyalex/status/1631173913471221761,2023-03-02,misleading,
holmenkollin,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622255723429109760,160,19379,2023-02-05 15:27:59+00:00,https://twitter.com/holmenkollin/status/1622255723429109760,2023-02-05,misleading,
jack_hikuma,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620550436477599745,115,9719,2023-01-31 22:31:47+00:00,https://twitter.com/jack_hikuma/status/1620550436477599745,2023-01-31,misleading,
jeffjarvis,,1628371283166593025,85,49289,2023-02-22 12:29:02+00:00,https://twitter.com/jeffjarvis/status/1628371283166593025,2023-02-22,nuanced_accurate,
jhmdrei,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1.62855E+18,136,13509,2023-02-23 00:15:00+00:00,https://twitter.com/jhmdrei/status/1628548945231360000,2023-02-23,misleading,
joeolivermd,,1627134669551505415,103,19488,2023-02-19 02:35:10+00:00,https://twitter.com/joeolivermd/status/1627134669551505415,2023-02-19,nuanced_accurate,
john_bumblebee,,1624553170746724352,99,11530,2023-02-11 23:37:13+00:00,https://twitter.com/john_bumblebee/status/1624553170746724352,2023-02-11,misleading,
john_bumblebee,https://www.volkskrant.nl/kijkverder/v/2023/drie-jaar-na-de-lockdown-welke-maatregelen-waren-het-zinvolst~v667650/,1637787518258012160,543,81912,2023-03-20 12:05:47+00:00,https://twitter.com/john_bumblebee/status/1637787518258012160,2023-03-20,misleading,
julia_jusa1,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1638581072899317760,132,2903,2023-03-22 16:39:05+00:00,https://twitter.com/julia_jusa1/status/1638581072899317760,2023-03-22,misleading,
juneslater17,https://www.dailymail.co.uk/debate/article-11767137/PETER-HITCHENS-masks-pointless-apology.html,1627261979655110657,153,11070,2023-02-19 11:01:03+00:00,https://twitter.com/juneslater17/status/1627261979655110657,2023-02-19,misleading,
jvipondmd,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632056807618412549,103,22523,2023-03-04 16:33:59+00:00,https://twitter.com/jvipondmd/status/1632056807618412549,2023-03-04,nuanced_accurate,
kerpen,,1623677614010269697,89,42845,2023-02-09 13:38:04+00:00,https://twitter.com/kerpen/status/1623677614010269697,2023-02-09,misleading,
kevinnbass,,1622398109010788352,137,80720,2023-02-06 00:53:46+00:00,https://twitter.com/kevinnbass/status/1622398109010788352,2023-02-06,misleading,
kevinnbass,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1641205922671513602,162,33498,2023-03-29 22:29:18+00:00,https://twitter.com/kevinnbass/status/1641205922671513602,2023-03-29,misleading,
larryelder,https://thejewishvoice.com/2023/02/rochelle-walenskys-terrible-testimony/,1627138358232363008,159,36358,2023-02-19 02:49:50+00:00,https://twitter.com/larryelder/status/1627138358232363008,2023-02-19,misleading,
larryelder,https://www.dailysignal.com/2023/02/20/new-study-on-masks-shows-theres-no-evidence-they-work/,1628035366929440770,177,23805,2023-02-21 14:14:13+00:00,https://twitter.com/larryelder/status/1628035366929440770,2023-02-21,misleading,
larryelder,https://www.wnd.com/2023/02/massive-meta-study-mask-wearing-delivers-kill-shot-covid-narrative/,1620992131199569920,160,23884,2023-02-02 03:46:55+00:00,https://twitter.com/larryelder/status/1620992131199569920,2023-02-02,misleading,
letoshia123,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634363888539152385,93,57785,2023-03-11 01:21:30+00:00,https://twitter.com/letoshia123/status/1634363888539152385,2023-03-11,nuanced_accurate,
linseymarr,,1628490267937366017,132,69629,2023-02-22 20:21:50+00:00,https://twitter.com/linseymarr/status/1628490267937366017,2023-02-22,neutral,
magsnichols,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628202135736156161,93,16258,2023-02-22 01:16:54+00:00,https://twitter.com/magsnichols/status/1628202135736156161,2023-02-22,misleading,
matjendav4,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625499319292895232,150,5829,2023-02-14 14:16:52+00:00,https://twitter.com/matjendav4/status/1625499319292895232,2023-02-14,misleading,
mattletiss7,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,1621574356915654656,111,48976,2023-02-03 18:20:28+00:00,https://twitter.com/mattletiss7/status/1621574356915654656,2023-02-03,misleading,
michaelpsenger,https://maryannedemasi.substack.com/p/breaking-did-cochrane-sacrifice-its,1636091892302766080,134,45708,2023-03-15 19:47:58+00:00,https://twitter.com/michaelpsenger/status/1636091892302766080,2023-03-15,misleading,
michaelpsenger,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622480248234450948,380,44360,2023-02-06 06:20:10+00:00,https://twitter.com/michaelpsenger/status/1622480248234450948,2023-02-06,misleading,
michaelpsenger,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,1640000181621112833,321,123346,2023-03-26 14:38:07+00:00,https://twitter.com/michaelpsenger/status/1640000181621112833,2023-03-26,misleading,
michaelpsenger,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,1640052820123750401,579,309320,2023-03-26 18:07:17+00:00,https://twitter.com/michaelpsenger/status/1640052820123750401,2023-03-26,misleading,
normanpie,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628460007137107968,85,9251,2023-02-22 18:21:35+00:00,https://twitter.com/normanpie/status/1628460007137107968,2023-02-22,misleading,
nytopinion,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628193032238505990,132,400080,2023-02-22 00:40:43+00:00,https://twitter.com/nytopinion/status/1628193032238505990,2023-02-22,misleading,
opdrokanozdemir,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639203672939802624,91,8009,2023-03-24 09:53:05+00:00,https://twitter.com/opdrokanozdemir/status/1639203672939802624,2023-03-24,misleading,
osamu_iga,,1628469987487674369,116,14909,2023-02-22 19:01:15+00:00,https://twitter.com/osamu_iga/status/1628469987487674369,2023-02-22,nuanced_accurate,
pbhushan1,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,1623164967490060289,87,23111,2023-02-08 03:40:59+00:00,https://twitter.com/pbhushan1/status/1623164967490060289,2023-02-08,misleading,
pelagicbird,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622360945795207168,98,122428,2023-02-05 22:26:06+00:00,https://twitter.com/pelagicbird/status/1622360945795207168,2023-02-05,misleading,
profesterman,,1625348315109027841,114,23049,2023-02-14 04:16:50+00:00,https://twitter.com/profesterman/status/1625348315109027841,2023-02-14,nuanced_accurate,
profesterman,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622728227172265984,129,35921,2023-02-06 22:45:32+00:00,https://twitter.com/profesterman/status/1622728227172265984,2023-02-06,nuanced_accurate,
profnfenton,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,1638871242567569408,179,15873,2023-03-23 11:52:07+00:00,https://twitter.com/profnfenton/status/1638871242567569408,2023-03-23,misleading,
rkylesmith,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628410977870831617,150,161940,2023-02-22 15:06:46+00:00,https://twitter.com/rkylesmith/status/1628410977870831617,2023-02-22,misleading,
robbysoave,https://reason.com/2023/02/07/masks-covid-dont-work-cochrane-library-review-mandate/,1622974565323358212,154,37184,2023-02-07 15:04:24+00:00,https://twitter.com/robbysoave/status/1622974565323358212,2023-02-07,misleading,
robinmonotti,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622567385466081280,169,17643,2023-02-06 12:06:25+00:00,https://twitter.com/robinmonotti/status/1622567385466081280,2023-02-06,misleading,
robinmonotti,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620311528523304960,138,13937,2023-01-31 06:42:26+00:00,https://twitter.com/robinmonotti/status/1620311528523304960,2023-01-31,misleading,
rosenbusch_,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620680603044827136,116,11474,2023-02-01 07:09:01+00:00,https://twitter.com/rosenbusch_/status/1620680603044827136,2023-02-01,misleading,
stkirsch,https://stevekirsch.substack.com/p/in-san-francisco-if-you-dont-wear,1632666845055524865,310,35974,2023-03-06 08:58:04+00:00,https://twitter.com/stkirsch/status/1632666845055524865,2023-03-06,misleading,
stkirsch,https://stevekirsch.substack.com/p/the-debate-is-over-masks-do-not-work,1620824659112636416,9223,772811,2023-02-01 16:41:26+00:00,https://twitter.com/stkirsch/status/1620824659112636416,2023-02-01,misleading,
stohr_klaus,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622704993559085062,144,121690,2023-02-06 21:13:13+00:00,https://twitter.com/stohr_klaus/status/1622704993559085062,2023-02-06,misleading,
strauss_matt,,1622266961097809930,106,47398,2023-02-05 16:12:38+00:00,https://twitter.com/strauss_matt/status/1622266961097809930,2023-02-05,misleading,
takua_scientist,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1627516983058272256,111,28699,2023-02-20 03:54:21+00:00,https://twitter.com/takua_scientist/status/1627516983058272256,2023-02-20,nuanced_accurate,
takua_scientist,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1628529703228444672,167,24468,2023-02-22 22:58:32+00:00,https://twitter.com/takua_scientist/status/1628529703228444672,2023-02-22,nuanced_accurate,
tatiann69922625,https://www.cell.com/heliyon/fulltext/S2405-8440(23)01324-5,1634228001079476228,117,6686,2023-03-10 16:21:32+00:00,https://twitter.com/tatiann69922625/status/1634228001079476228,2023-03-10,misleading,
tatiann69922625,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1626290523207000065,86,5373,2023-02-16 18:40:50+00:00,https://twitter.com/tatiann69922625/status/1626290523207000065,2023-02-16,misleading,
thackerpd,,1634189359497748480,92,88985,2023-03-10 13:47:59+00:00,https://twitter.com/thackerpd/status/1634189359497748480,2023-03-10,misleading,
theotherphilipp,https://www.cell.com/heliyon/fulltext/S2405-8440(23)01324-5,1634135984043446272,179,22548,2023-03-10 10:15:54+00:00,https://twitter.com/theotherphilipp/status/1634135984043446272,2023-03-10,misleading,
toadmeister,https://dailysceptic.org/2023/02/06/dr-carl-heneghan-interviews-dr-tom-jefferson-about-his-major-new-study-showing-masks-have-no-clear-effect,1622611608055808003,101,18694,2023-02-06 15:02:08+00:00,https://twitter.com/toadmeister/status/1622611608055808003,2023-02-06,misleading,
tucabr54,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628489629530787842,90,2636,2023-02-22 20:19:18+00:00,https://twitter.com/tucabr54/status/1628489629530787842,2023-02-22,misleading,
veit_markus,https://www.tagesschau.de/faktenfinder/corona-studie-masken-101.html,1621552257798967296,99,28181,2023-02-03 16:52:39+00:00,https://twitter.com/veit_markus/status/1621552257798967296,2023-02-03,misleading,
zarifbalci,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1632661945307340801,106,14683,2023-03-06 08:38:35+00:00,https://twitter.com/zarifbalci/status/1632661945307340801,2023-03-06,misleading,
zerohedge,https://www.zerohedge.com/geopolitical/gaslighting-conspiracy-theories-already-proven-true-2023,1631504732027011072,136,81188,2023-03-03 04:00:14+00:00,https://twitter.com/zerohedge/status/1631504732027011072,2023-03-03,misleading,
zerohedge,https://www.zerohedge.com/political/cdc-director-defends-mask-mandates-after-new-study-shows-masking-has-little-effect,1623874427699007490,165,111090,2023-02-10 02:40:08+00:00,https://twitter.com/zerohedge/status/1623874427699007490,2023-02-10,misleading,
zerohedge,https://www.zerohedge.com/political/face-masks-lab-leaks-no-match-progressive-ideology,1631041652595781632,125,82567,2023-03-01 21:20:07+00:00,https://twitter.com/zerohedge/status/1631041652595781632,2023-03-01,misleading,
zoeharcombe,https://lauradodsworth.substack.com/p/the-new-york-times-is-wrong-mask,1629397859182301184,158,24160,2023-02-25 08:28:17+00:00,https://twitter.com/zoeharcombe/status/1629397859182301184,2023-02-25,misleading,