username,original_link,tweet_id,retweets,impressions,day,link,stance,notes
JanJekielek,,1627777254611894272,132,35557,2023-02-20 21:08:34+00:00,https://twitter.com/JanJekielek/status/1627777254611894272,misleading,
JeninYounesEsq,,1629164233089859584,147,93515,2023-02-24 16:59:56+00:00,https://twitter.com/JeninYounesEsq/status/1629164233089859584,misleading,
JeninYounesEsq,https://michaelpsenger.substack.com/p/how-zeynep-tufekci-and-jeremy-howard,1640004536809947137,130,27144,2023-03-26 14:55:26+00:00,https://twitter.com/JeninYounesEsq/status/1640004536809947137,misleading,
JenniferSey,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628215114645098497,95,20261,2023-02-22 02:08:28+00:00,https://twitter.com/JenniferSey/status/1628215114645098497,misleading,
JordanSchachtel,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628233375717752832,95,28448,2023-02-22 03:21:02+00:00,https://twitter.com/JordanSchachtel/status/1628233375717752832,misleading,
JuddLegum,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634231680603963406,92,20974,2023-03-10 16:36:09+00:00,https://twitter.com/JuddLegum/status/1634231680603963406,misleading,
Junge_Freiheit,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,1624304534771183617,95,10782,2023-02-11 07:09:13+00:00,https://twitter.com/Junge_Freiheit/status/1624304534771183617,misleading,
Junge_Freiheit,https://jungefreiheit.de/kultur/gesellschaft/2023/masken-schuetzen-nicht/,1620679767447191553,121,9450,2023-02-01 07:05:41+00:00,https://twitter.com/Junge_Freiheit/status/1620679767447191553,misleading,
KanAugust,https://trusttheevidence.substack.com/p/escaping-from-social-and-other-media,1625675126279634944,91,12432,2023-02-15 01:55:28+00:00,https://twitter.com/KanAugust/status/1625675126279634944,misleading,
KatiePavlich,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628460692587139077,92,30468,2023-02-22 18:24:19+00:00,https://twitter.com/KatiePavlich/status/1628460692587139077,misleading,
KelleyKga,,1636062732230225927,185,147128,2023-03-15 17:52:06+00:00,https://twitter.com/KelleyKga/status/1636062732230225927,,not relevant
LaureGonlezamar,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626581754919419906,149,21753,2023-02-17 13:58:05+00:00,https://twitter.com/LaureGonlezamar/status/1626581754919419906,,not relevant
LerouxArthur10,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626542942465802240,99,38162,2023-02-17 11:23:51+00:00,https://twitter.com/LerouxArthur10/status/1626542942465802240,,not relevant
LizHighleyman,https://slate.com/technology/2023/02/masks-effectiveness-cochrane-review.html,1625193937853124608,148,490696,2023-02-13 18:03:24+00:00,https://twitter.com/LizHighleyman/status/1625193937853124608,,
LukeJohnsonRCP,https://www.telegraph.co.uk/news/2023/03/01/untruth-untruth-peddled-justify-great-lockdown-disaster/,1631307913548447744,105,13811,2023-03-02 14:58:09+00:00,https://twitter.com/LukeJohnsonRCP/status/1631307913548447744,misleading,
MIGUELA71643080,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1637862387544907786,112,2658,2023-03-20 17:03:17+00:00,https://twitter.com/MIGUELA71643080/status/1637862387544907786,misleading,
MTVUutiset,https://www.mtvuutiset.fi/artikkeli/kasvomaskeista-ei-ollutkaan-apua-koronan-leviamisen-ehkaisyssa-kertoo-tuore-selvitys/8635924,1626568297922830338,102,73607,2023-02-17 13:04:37+00:00,https://twitter.com/MTVUutiset/status/1626568297922830338,misleading,
MackayIM,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622917165417631744,88,18928,2023-02-07 11:16:19+00:00,https://twitter.com/MackayIM/status/1622917165417631744,nuanced_accurate,
MakingC19Waves,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620374204406431744,102,19345,2023-01-31 10:51:30+00:00,https://twitter.com/MakingC19Waves/status/1620374204406431744,misleading,
MartinKulldorff,https://sensiblemed.substack.com/p/cochrane-masking-review-reveals-how,1628473757470806018,331,61307,2023-02-22 19:16:14+00:00,https://twitter.com/MartinKulldorff/status/1628473757470806018,misleading,
MaryanneDemasi,https://maryannedemasi.substack.com/p/breaking-did-cochrane-sacrifice-its,1635977257717235713,474,806399,2023-03-15 12:12:27+00:00,https://twitter.com/MaryanneDemasi/status/1635977257717235713,misleading,
MeetJess,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622774920806531074,110,6488,2023-02-07 01:51:05+00:00,https://twitter.com/MeetJess/status/1622774920806531074,nuanced_accurate,
MeowMuhCow,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620328766370361345,169,8684,2023-01-31 07:50:56+00:00,https://twitter.com/MeowMuhCow/status/1620328766370361345,misleading,
MichaelPSenger,,1627719668399239168,158,24500,2023-02-20 17:19:45+00:00,https://twitter.com/MichaelPSenger/status/1627719668399239168,misleading,
MichaelPSenger,,1633150856928559104,101,13726,2023-03-07 17:01:21+00:00,https://twitter.com/MichaelPSenger/status/1633150856928559104,misleading,
MichaelPSenger,,1636097931957899265,117,46914,2023-03-15 20:11:58+00:00,https://twitter.com/MichaelPSenger/status/1636097931957899265,misleading,
MichaelPSenger,,1638967689061466112,173,17393,2023-03-23 18:15:22+00:00,https://twitter.com/MichaelPSenger/status/1638967689061466112,misleading,
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1627051793493680130,150,27053,2023-02-18 21:05:51+00:00,https://twitter.com/MichaelPSenger/status/1627051793493680130,misleading,
MichaelPSenger,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1640052937669091328,115,16171,2023-03-26 18:07:45+00:00,https://twitter.com/MichaelPSenger/status/1640052937669091328,misleading,
MichaelPSenger,https://www.city-journal.org/the-mask-of-ignorance,1638606902082031616,109,18658,2023-03-22 18:21:43+00:00,https://twitter.com/MichaelPSenger/status/1638606902082031616,misleading,
MmeBlackBalloon,https://news.yahoo.com/parents-now-whether-covid-mask-233536286.html,1625870272472686592,170,50174,2023-02-15 14:50:54+00:00,https://twitter.com/MmeBlackBalloon/status/1625870272472686592,misleading,
MothershipSG,https://mothership.sg/2023/03/migrant-workers-ramadan-basketball-court/,1640909893178916870,269,57379,2023-03-29 02:52:59+00:00,https://twitter.com/MothershipSG/status/1640909893178916870,,not relevant
NBSaphierMD,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626610791637045252,105,15621,2023-02-17 15:53:28+00:00,https://twitter.com/NBSaphierMD/status/1626610791637045252,,not relevant
NickHudsonCT,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,1638838302815170565,139,12688,2023-03-23 09:41:14+00:00,https://twitter.com/NickHudsonCT/status/1638838302815170565,misleading,
NjbBari3,,1627105102950703104,105,47031,2023-02-19 00:37:41+00:00,https://twitter.com/NjbBari3/status/1627105102950703104,nuanced_accurate,
NormOrnstein,https://www.tvo.org/article/once-and-for-all-masks-reduce-the-risk-of-spreading-covid,1628576739780591616,86,17701,2023-02-23 02:05:26+00:00,https://twitter.com/NormOrnstein/status/1628576739780591616,nuanced_accurate,
OrdoMedicus,https://chriswaldburger.substack.com/p/ending-the-covid-debate-for-good,1639226426888011776,127,9746,2023-03-24 11:23:30+00:00,https://twitter.com/OrdoMedicus/status/1639226426888011776,misleading,
PGtzsche1,https://maryannedemasi.substack.com/p/exclusive-lead-author-of-new-cochrane,1622482463640485888,94,14840,2023-02-06 06:28:58+00:00,https://twitter.com/PGtzsche1/status/1622482463640485888,misleading,
P_McCulloughMD,https://disinformationchronicle.substack.com/p/researchers-find-no-evidence-again,1623210530008891393,714,74401,2023-02-08 06:42:02+00:00,https://twitter.com/P_McCulloughMD/status/1623210530008891393,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1620487505786068993,113,27604,2023-01-31 18:21:43+00:00,https://twitter.com/P_McCulloughMD/status/1620487505786068993,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1629475868417351683,240,84031,2023-02-25 13:38:15+00:00,https://twitter.com/P_McCulloughMD/status/1629475868417351683,misleading,
P_McCulloughMD,https://petermcculloughmd.substack.com/p/drop-public-mask-mandates-without,1634919049175126016,112,64671,2023-03-12 14:07:31+00:00,https://twitter.com/P_McCulloughMD/status/1634919049175126016,misleading,
P_McCulloughMD,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620470802536873984,114,30673,2023-01-31 17:15:20+00:00,https://twitter.com/P_McCulloughMD/status/1620470802536873984,misleading,
PaulMitchell_AB,https://www.zerohedge.com/political/massive-mask-study-shows-little-no-difference-preventing-covid-flu-infection,1620974585649987585,87,4295,2023-02-02 02:37:12+00:00,https://twitter.com/PaulMitchell_AB/status/1620974585649987585,misleading,
ProfPCDoherty,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622701344619663360,163,81673,2023-02-06 20:58:43+00:00,https://twitter.com/ProfPCDoherty/status/1622701344619663360,nuanced_accurate,
PvanHouwelingen,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1627079310451544065,363,118972,2023-02-18 22:55:11+00:00,https://twitter.com/PvanHouwelingen/status/1627079310451544065,,not relevant
RWMaloneMD,https://rwmalonemd.substack.com/p/the-2023-cochran-review-on-physical,1621255805264662529,645,90918,2023-02-02 21:14:40+00:00,https://twitter.com/RWMaloneMD/status/1621255805264662529,misleading,
RafaelFontana,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628802960502185989,137,7870,2023-02-23 17:04:22+00:00,https://twitter.com/RafaelFontana/status/1628802960502185989,misleading,
RolandTichy,https://www.tichyseinblick.de/daili-es-sentials/cochrane-review-nutzen-masken-effekt-infektiongeschehen/,1620380470721785857,151,15589,2023-01-31 11:16:24+00:00,https://twitter.com/RolandTichy/status/1620380470721785857,misleading,
Rstorechildhood,https://restorechildhood.substack.com/p/new-meta-analysis-should-end-discussion,1620988705896013824,88,16098,2023-02-02 03:33:18+00:00,https://twitter.com/Rstorechildhood/status/1620988705896013824,misleading,
SaiyanBio,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1627654270257430529,179,66297,2023-02-20 12:59:53+00:00,https://twitter.com/SaiyanBio/status/1627654270257430529,,not relevant
SethMacFarlane,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1637195571105796096,117,157419,2023-03-18 20:53:36+00:00,https://twitter.com/SethMacFarlane/status/1637195571105796096,nuanced_accurate,
SheriWeinstein2,https://townhall.com/tipsheet/scottmorefield/2023/02/05/latest-gold-standard-review-puts-the-final-nail-in-the-coffin-for-masks-n2619180,1622335202692300803,105,15289,2023-02-05 20:43:48+00:00,https://twitter.com/SheriWeinstein2/status/1622335202692300803,misleading,
SpacePirate144,,1624986884199055363,85,4831,2023-02-13 04:20:38+00:00,https://twitter.com/SpacePirate144/status/1624986884199055363,misleading,
StBrandner,https://jungefreiheit.de/debatte/kommentar/2023/corona-aufarbeitung/,1624337899742195714,136,12409,2023-02-11 09:21:48+00:00,https://twitter.com/StBrandner/status/1624337899742195714,misleading,
SukunaBikona7,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634419514422218753,137,16602,2023-03-11 05:02:32+00:00,https://twitter.com/SukunaBikona7/status/1634419514422218753,nuanced_accurate,
TheChiefNerd,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626691921828618240,286,280310,2023-02-17 21:15:51+00:00,https://twitter.com/TheChiefNerd/status/1626691921828618240,,not relevant
TiceRichard,https://www.dailymail.co.uk/health/article-11702865/Masks-make-little-no-difference-Covid-infections-massive-cross-country-meta-analysis-finds.html,1622413889936965632,88,15072,2023-02-06 01:56:29+00:00,https://twitter.com/TiceRichard/status/1622413889936965632,misleading,
TonyIannitelli,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625487984534642690,124,3244,2023-02-14 13:31:50+00:00,https://twitter.com/TonyIannitelli/status/1625487984534642690,misleading,
TonyIannitelli,https://www.foxnews.com/media/twitter-erupts-cdc-director-walensky-tells-congress-masking-guidance-doesnt-really-change-time,1625986464914804738,113,3005,2023-02-15 22:32:37+00:00,https://twitter.com/TonyIannitelli/status/1625986464914804738,misleading,
TracyBethHoeg,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626776682433777665,115,43048,2023-02-18 02:52:39+00:00,https://twitter.com/TracyBethHoeg/status/1626776682433777665,,not relevant
UzmEsraGunes,https://www.washingtontimes.com/news/2023/mar/5/covid-19-conspiracy-theories-turned-out-to-be-true/,1632826057974841345,87,6995,2023-03-06 19:30:43+00:00,https://twitter.com/UzmEsraGunes/status/1632826057974841345,misleading,
VPrasadMDMPH,,1636187202689589249,161,55266,2023-03-16 02:06:42+00:00,https://twitter.com/VPrasadMDMPH/status/1636187202689589249,misleading,
VPrasadMDMPH,https://chicago.suntimes.com/columnists/2023/2/8/23591132/cdc-exaggerated-evidence-supporting-mask-mandates-column-jacob-sullum,1623677396275838976,119,21664,2023-02-09 13:37:12+00:00,https://twitter.com/VPrasadMDMPH/status/1623677396275838976,misleading,
VPrasadMDMPH,https://vinayprasadmdmph.substack.com/p/the-cochrane-review-on-masks-is-damning,1620993979990036480,716,206481,2023-02-02 03:54:16+00:00,https://twitter.com/VPrasadMDMPH/status/1620993979990036480,misleading,
VPrasadMDMPH,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628202040655773696,98,45268,2023-02-22 01:16:31+00:00,https://twitter.com/VPrasadMDMPH/status/1628202040655773696,misleading,
VPrasadMDMPH,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)02465-5/fulltext,1626460716898320384,457,84109,2023-02-17 05:57:07+00:00,https://twitter.com/VPrasadMDMPH/status/1626460716898320384,,not relevant
V_its_me_,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1628893101333925889,147,7069,2023-02-23 23:02:33+00:00,https://twitter.com/V_its_me_/status/1628893101333925889,misleading,
VacSafety,https://www.city-journal.org/new-cochrane-study-on-masks-and-covid,1631689307067936769,148,25507,2023-03-03 16:13:40+00:00,https://twitter.com/VacSafety/status/1631689307067936769,misleading,
VegtDoor,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620323145180930048,121,23478,2023-01-31 07:28:36+00:00,https://twitter.com/VegtDoor/status/1620323145180930048,misleading,
Weltwoche,https://weltwoche.ch/daily/studie-zeigt-die-maskenpflicht-hat-so-gut-wie-nichts-gebracht-auf-die-verbreitung-des-virus-hatten-masken-keine-wirkung/,1621925552180400132,165,23607,2023-02-04 17:36:00+00:00,https://twitter.com/Weltwoche/status/1621925552180400132,misleading,
YvesPDB,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1640444329876398102,94,4065,2023-03-27 20:03:00+00:00,https://twitter.com/YvesPDB/status/1640444329876398102,misleading,
ZacBissonnette,,1625653431733043208,137,99077,2023-02-15 00:29:15+00:00,https://twitter.com/ZacBissonnette/status/1625653431733043208,neutral,
_ProtectTheKids,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634219884438515712,94,17231,2023-03-10 15:49:17+00:00,https://twitter.com/_ProtectTheKids/status/1634219884438515712,nuanced_accurate,
a_evangeli,https://theconversation.com/yes-masks-reduce-the-risk-of-spreading-covid-despite-a-review-saying-they-dont-198992,1622734384595075072,173,40134,2023-02-06 23:10:00+00:00,https://twitter.com/a_evangeli/status/1622734384595075072,nuanced_accurate,
ajlamesa,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1632191771470954497,97,133559,2023-03-05 01:30:17+00:00,https://twitter.com/ajlamesa/status/1632191771470954497,misleading,
amapresident,https://www.cochrane.org/news/statement-physical-interventions-interrupt-or-reduce-spread-respiratory-viruses-review,1634353165297676288,141,27806,2023-03-11 00:38:54+00:00,https://twitter.com/amapresident/status/1634353165297676288,misleading,
andrewbostom,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620442449205407749,137,29079,2023-01-31 15:22:40+00:00,https://twitter.com/andrewbostom/status/1620442449205407749,misleading,
azavascki,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1632256628648026112,104,84417,2023-03-05 05:48:00+00:00,https://twitter.com/azavascki/status/1632256628648026112,nuanced_accurate,
bamajayt,https://freebeacon.com/coronavirus/this-study-could-be-scientific-nail-in-the-coffin-for-masks/,1624499621035737089,106,3991,2023-02-11 20:04:26+00:00,https://twitter.com/bamajayt/status/1624499621035737089,misleading,
bamajayt,https://www.nytimes.com/2023/02/21/opinion/do-mask-mandates-work.html,1630234210375024647,144,4537,2023-02-27 15:51:38+00:00,https://twitter.com/bamajayt/status/1630234210375024647,misleading,
berlinerzeitung,https://www.berliner-zeitung.de/news/corona-masken-nutzlos-bringen-nichts-cochrane-studie-oft-falsch-interpretiert-li.313781,1621393934516625410,92,66974,2023-02-03 06:23:32+00:00,https://twitter.com/berlinerzeitung/status/1621393934516625410,nuanced_accurate,
besse_pascale,https://www.washingtontimes.com/news/2023/mar/1/vaccines-dont-work-masks-dont-work-everything-gove/,1639233731020873728,92,2147,2023-03-24 11:52:31+00:00,https://twitter.com/besse_pascale/status/1639233731020873728,misleading,
bobepidemiology,,1629714106105339905,127,62620,2023-02-26 05:24:56+00:00,https://twitter.com/bobepidemiology/status/1629714106105339905,misleading,
camerokt_,,1628883870656479232,132,22142,2023-02-23 22:25:52+00:00,https://twitter.com/camerokt_/status/1628883870656479232,nuanced_accurate,
cicero_online,https://www.cicero.de/kultur/cochrane-studie-masken-corona-und-wahrscheinlichkeiten,1624425419502936064,179,16936,2023-02-11 15:09:35+00:00,https://twitter.com/cicero_online/status/1624425419502936064,misleading,
cicero_online,https://www.cicero.de/kultur/corona-christian-drosten-ethikrat-wissenschaft-lutge-teil-3,1630462906079891460,179,34177,2023-02-28 07:00:24+00:00,https://twitter.com/cicero_online/status/1630462906079891460,misleading,
cricketwyvern,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620762330161369088,85,40437,2023-02-01 12:33:46+00:00,https://twitter.com/cricketwyvern/status/1620762330161369088,nuanced_accurate,
davidemccune,,1621232178712674304,187,50946,2023-02-02 19:40:47+00:00,https://twitter.com/davidemccune/status/1621232178712674304,misleading,
davidicke,https://davidicke.com/2023/02/04/massive-peer-reviewed-mask-study-shows-little-to-no-difference-in-preventing-covid-and-flu-infection/,1621816587819880450,169,21098,2023-02-04 10:23:01+00:00,https://twitter.com/davidicke/status/1621816587819880450,misleading,
deSunShineBand,https://www.frontnieuws.com/vaccins-werken-niet-maskers-werken-niet-alles-wat-de-regering-ons-vertelde-over-covid-19-was-fout/,1638274265504964608,144,4338,2023-03-21 20:19:57+00:00,https://twitter.com/deSunShineBand/status/1638274265504964608,misleading,
denise_dewald,https://www.washingtonpost.com/opinions/2023/03/03/face-masks-work-study/,1631993949941293057,179,34510,2023-03-04 12:24:13+00:00,https://twitter.com/denise_dewald/status/1631993949941293057,nuanced_accurate,
dm_ms,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634192122298486786,131,25856,2023-03-10 13:58:58+00:00,https://twitter.com/dm_ms/status/1634192122298486786,nuanced_accurate,
dokhollidays,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub6/full,1620418559615860736,115,50297,2023-01-31 13:47:45+00:00,https://twitter.com/dokhollidays/status/1620418559615860736,nuanced_accurate,
dokhollidays,https://www.nytimes.com/2023/03/10/opinion/masks-work-cochrane-study.html,1634248116680421376,110,24149,2023-03-10 17:41:28+00:00,https://twitter.com/dokhollidays/status/1634248116680421376,nuanced_accurate,
drkerrynphelps,https://www.ausdoc.com.au/opinion/cochrane-has-it-wrong-masks-do-reduce-the-risk-of-spreading-covid-19/,1623935616198254593,118,13538,2023-02-10 06:43:16+00:00,https://twitter.com/drkerrynphelps/status/1623935616198254593,nuanced_accurate,
elecord,https://news.yahoo.co.jp/byline/ishidamasahiko/20230316-00341347,1636184869243097088,125,28485,2023-03-16 01:57:26+00:00,https://twitter.com/elecord/status/1636184869243097088,nuanced_accurate,
fengyunshe,https://www.foxnews.com/health/face-masks-difference-spread-covid-scientific-review,1625499799373107200,171,821,2023-02-14 14:18:47+00:00,https://twitter.com/fengyunshe/status/1625499799373107200,misleading,
